Tower Bridge,"Magnificent 19th-century bridge, decorated with high towers and featuring a drawbridge. The bridge opens several times each day to permit ships to pass through – timings are dependent on demand, and are not regularly scheduled. When Tower Bridge was built, the area to the west of it was a bustling port – necessitating a bridge that could permit tall boats to pass. Now the South Bank area sits to its west, and the regenerated Butler's Wharf area of shops, reasonably-priced riverside restaurants and the London Design Museum lie to its east. For a small charge you can get the lift to the top level of the bridge and admire the view: this includes a visit to a museum dedicated to the bridge's history and engineering, and photographic exhibitions along the Walkways between the towers."
Ceremony of the Keys,"Founded by William the Conqueror in 1066, enlarged and modified by successive sovereigns, the Tower is today one of the world's most famous and spectacular fortresses and a UNESCO World Heritage Site. Discover its 900-year history as a royal palace and fortress, prison and place of execution, mint, arsenal, menagerie and jewel house. In the winter you can skate on the dry moat. The Tower contains enough buildings and exhibits to keep a family busy for a full day, with plenty of both warlike and domestic contents. Some areas, such as the St John's Chapel in the White Tower, do not allow photography, but these are clearly signposted. Beefeaters, who are all retired sergeant majors from the British Army, provide guided tours for free as well as ceremonial security. See history come alive – go to the Ceremony of the Keys at the Tower of London. This ceremony, the locking up of the Tower, has been performed every night at 10PM for 800 years. Tickets for the ceremony are free but MUST be prearranged."
All Hallows by the Tower,"The oldest church in the City, founded by Saxon abbots in 675 AD."
St Bartholomew-the-Great,"Founded in 1123, by jester-turned-monk Rahere, this Norman church is one of the oldest in London. It was damaged in the Dissolution but managed to escape both the Great Fire and the Blitz. This is a Grade I listed building. Tourists are welcome when services are not in progress and are charged an admission fee (which does not apply to those coming to pray or use the café)."
Bunhill Fields,"This small graveyard is a rarity in central London, and seems oddly tranquil in comparison to the nearby bustling streets of the City. Some 120,000 bodies are believed to be buried here: as the inscription reads, it is a burial ground for 'nonconformists'. Notably, Bunhill Fields contains the graves of William Blake, Daniel Defoe and John Bunyan. The watchful eye will notice that the paved way across the field is actually made up of tombstones."
Christ Church,"The restoration of the nave was completed in September 2004, and this church is still a striking building designed by Sir Nicholas Hawksmoor with a particularly tall, pointed spire. Hawksmoor's design was significantly altered in the 19th century, and present continuing restoration is intended to restore it to Hawksmoor's original vision. Christ Church was built as part of the 50 Churches for London project"
St Botolph's Aldersgate,"A medieval church that was rebuilt in the late 18th-century, noted for its well preserved interior. The former churchyard was converted into a public space in 1880, called Postman's Park as it was frequented by workers from the nearby Post Office headquarters."
Postman's Park,"Postman's Park is three parks combined, bringing together the gardens of St Botolph's Aldersgate, Christ Church Greyfriars and St Leonard, Foster Lane. One of the largest parks in the City of London, Postman's Park contains the Memorial to Heroic Self Sacrifice; a memorial to ordinary people who died saving the lives of others and might otherwise have been forgotten."
St Magnus the Martyr,"Postman's Park is three parks combined, bringing together the gardens of St Botolph's Aldersgate, Christ Church Greyfriars and St Leonard, Foster Lane. One of the largest parks in the City of London, Postman's Park contains the Memorial to Heroic Self Sacrifice; a memorial to ordinary people who died saving the lives of others and might otherwise have been forgotten."
St Margaret Pattens,"Postman's Park is three parks combined, bringing together the gardens of St Botolph's Aldersgate, Christ Church Greyfriars and St Leonard, Foster Lane. One of the largest parks in the City of London, Postman's Park contains the Memorial to Heroic Self Sacrifice; a memorial to ordinary people who died saving the lives of others and might otherwise have been forgotten."
St Mary-at-Hill,"Postman's Park is three parks combined, bringing together the gardens of St Botolph's Aldersgate, Christ Church Greyfriars and St Leonard, Foster Lane. One of the largest parks in the City of London, Postman's Park contains the Memorial to Heroic Self Sacrifice; a memorial to ordinary people who died saving the lives of others and might otherwise have been forgotten."
St Mary le Bow,"Postman's Park is three parks combined, bringing together the gardens of St Botolph's Aldersgate, Christ Church Greyfriars and St Leonard, Foster Lane. One of the largest parks in the City of London, Postman's Park contains the Memorial to Heroic Self Sacrifice; a memorial to ordinary people who died saving the lives of others and might otherwise have been forgotten."
St Stephen Walbrook,Constructed 1672-9 to a design by Sir Christopher Wren and regarded as one of the finest Wren churches. The 63 feet (19 m) high dome is based on Wren's original design for St Paul's Cathedral. Free lunchtime concerts at 1PM on Tuesdays (except August). Free Organ recitals at 12:30PM on Fridays. Occasional art exhibitions on Christian themes and other events.
Temple,"A small realm of serenity in the midst of the typical turmoil. It used to be the court of the Knights Templar. You can still visit the beautiful Romanesque church, which is one of the oldest ones in London (opened in 1185)."
Museum of London,"Established in 1975, the Museum of London explores the various threads of London's archaeology, history and culture throughout its more than 2,000 year old existence. Free and, like the City, endlessly fascinating! (The museum now also has an offshoot in East End.) Cafe, gift shop and disabled access.  Photography allowed."
Guildhall Art Gallery and Roman Amphitheatre,"The Guildhall Art Gallery houses the City Corporation's art collection, and also runs special exhibitions throughout the year. During construction of the modern gallery, workers discovered the ruins of London's Roman amphitheatre. The gallery was redesigned, and now the Amphitheatre is open to the public within the Guildhall Art Gallery itself and also free of charge."
Dr Johnson's House,"Dr Samuel Johnson was the highly distinguished 18th-century ""man of letters"", best known for his comprehensive English Dictionary of 1755, but also for his prolific output of poems, essays and novels. Something of a ""hidden gem"", this small, independent museum is dedicated to him—and, with its historic interiors, paintings and prints, personal effects and other exhibits—gives an impression of what it might have been like during his occupancy from 1748-1759. Built in 1700, this impressive period building—a rare example of its kind in the area—survived the brutal onslaught of the Blitz during World War II and is now maintained in excellent condition."
Bank of England Museum,"Charts the history of the bank from 1694 to the present day. A highlight is the opportunity to handle a genuine bar of gold. Photography allowed, but no flash."
Barts Pathology Museum,Quirky medical museum. Only open to the public for scheduled evening events.
Barbican Centre,The largest arts centre in Europe.
Clockmaker's Museum,Charts the history of clockmaking and houses a priceless collection of old timepieces. Please note that this museum has now CLOSED and been replaced by the City of London Police Museum. The clock collection is now displayed at the Science Museum in South Kensington
Museum of the Order of St John,"Museum in the former English headquarters of the Knights Hospitaller, covering the history of the order from crusading knights to modern first aid organisation."
City of London Police Museum,"Small museum of historic artefacts covering the history of the City Police. Exhibits include uniforms, Victorian-era police equipment and artefacts, communication devices, World War II displays, and exhibits about Jack the Ripper and other famous murder cases. See also the display cabinet of the Worshipful Company of Makers of Playing Cards (just outside the entrance) and also any exhibition in the Guildhall Library itself."
London Mithraeum,"The London Mithraeum is a 3rd century Roman mithraeum that was discovered in Walbrook during construction work in 1954. The entire site was relocated several times before being returned to its original site as part of the new Bloomberg building. This temple of the mystery god Mithras became perhaps the most famous 20th-century Roman discovery in London. In addition to the temple structure, there is a display of Roman artefacts found on the site and a contemporary art exhibit responding to the site. Visitor numbers are limited and timed slots are often fully booked up several weeks into the future so plan well ahead."
Barbican Conservatory,"The second biggest greenhouse in London, containing over 2,000 species of tropical plants as well as birds and fish."
Blitz Plaque,The first of tens of thousands of bombs to hit London in World War II fell here in 1940.
Baltic Exchange,The world's main marketplace for ship broking.
St Alphage Gdns wall fragment,Remains of the wall that surrounded the City of London for almost two thousand years. The parts around the Barbican are mostly Tudor due to maintenance (Roman remains can be seen in and around the Tower of London). Other local remains are the 51.5169-0.095837 Noble St wall fragment and the 51.5177-0.092238 St Alphage Gdns wall fragment.
International Petroleum Exchange,"One of the world's largest energy futures and options exchanges. The Brent Crude marker which represents an important benchmark for global oil prices is traded here. It also houses the European Climate Exchange, where emissions trading takes place."
Lloyds of London,"The headquarters of world's most famous insurance market, housed in a revolutionary (at the time) bizarre, Matrix-like glass-and-steel building designed by Richard Rogers, with all support services (lifts, ventilation, etc) suspended outside. Recognised as a masterpiece of exoskeleton architecture."
London Stock Exchange,"After leaving its brutalist skyscraper on Old Broad St, the London Stock Exchange now resides on Paternoster Sq. Dating back to 1698, it is one of the world's oldest and largest stock markets."
London Bullion Market Association,This is where the world gold price is set twice a day.
London Metal Exchange,The LME is the leading centre for non-ferrous metals trading. It is also the last financial market in London which still retains open outcry trading.
London Stone,"London Stone is a historic landmark traditionally housed at 111 Cannon Street in the City of London. It is an irregular block of oolitic limestone measuring 53 × 43 × 30 cm (21 × 17 × 12""), the remnant of a once much larger object that had stood for many centuries on the south side of the street. The stone is housed at the Museum of London pending reconstruction of the 111 Cannon Street building."
St Bride Printing Library,"This specialist small library houses an impressive range of books on graphic design, typography, bookbinding and papermaking. The books cannot be borrowed but can be photocopied or photographed (with permission). An essential visit for any graphic design student."
Swiss Re,"Designed by one of Britain's leading architects, Sir Norman Foster, and recipient in 2004 of the Stirling Architectural Prize for Best Building."
Willis Building,"A recent addition to the City's skyline, and right opposite Lloyd's of London."
Leadenhall Building,"Another Richard Rogers creation, due to be the tallest building by roof height in the City. Under construction as of 2013. Also opposite Lloyd's."
sky garden,"The unusual ""walkie talkie"" profile of this skyscraper by Rafael Vinoly has seen it grab the headlines, as did the ""death rays"" caused by the sun's heat reflecting off the building onto the street below when it was first completed; car tyres melted and burst, and at least one man fried an egg using only the heat from the walkie talkie. Visitors can access the sky garden to see a magnificent view over the City and beyond; it's the only place you can't see the tower from! Online booking to visit during the day is essential. Alternatively you can eat at one of the restaurants in the evening."
Barbican Architecture Tour,90-minute tour of the beautifully ugly brutalist site.
Digital Revolution,"An exhibition of digital art and creativity, including film, music and games, and the effect of technology on the arts. Runs until 14 September."
The Fashion World of Jean Paul Gaultier,An exhibition devoted to the French couturier featuring over a hundred garments and costumes. Runs until 25 August.
Shoreditch Street Art Tour,A tour of the constantly changing street art around this part of the East End. Saturday times may vary.
Gresham College,"Founded in 1597 as London's alternative higher education institution to Oxford and Cambridge, Gresham College continues to provide free public lectures every week during term time. Most lectures require no booking, with wonderful speakers delivering lectures on wide range of interesting topics."
Lord Mayor's Show,The ceremony celebrates the appointment of the new Lord Mayor of the City of London. It is one of the great annual processions held in all London.
London Walks,"Consider going along on one of the many excellent guided tours of the City, often with an evocative theme for example ghosts or Jack the Ripper."
London Film Locations Bus Tour,The City of London is hugely popular with film makers so consider going on a bus tour of famous film locations.
Tower of London Ice Rink,The City of London is hugely popular with film makers so consider going on a bus tour of famous film locations.
London Night Tour,The City of London is hugely popular with film makers so consider going on a bus tour of famous film locations.
See London by Night,The City of London is hugely popular with film makers so consider going on a bus tour of famous film locations.
London Buses Heritage route 15,Heritage route 15 is a section of the standard TfL bus route 15 over which historic AEC Routemaster buses still operate between Tower Hill and Trafalgar Square. A suitable budget alternative to a tour bus for those who want a more authentic classic London bus experience without a guide's commentary. Buses every 15 minutes interleaved with standard buses. (Not wheelchair accessible. Use standard buses for accessibility or for the full route 15.)
One New Change,"The City's only modern shopping centre, which opened in October 2010. Includes around 60 shops and restaurants. It is situated right by St Paul's Cathedral and is in a small area of retailing, including Cheapside and the cobbled, old-fashioned Bow Lane. Both the freely accessible roof terrace, and the lifts to get there, offer excellent views of St Paul's."
Leadenhall Market,Worth visiting for its architecture and old-fashioned cobbled streets. It was used as a location in Harry Potter and the Philosopher's Stone.
Royal Exchange,"Situated opposite the Bank of England, the Exchange houses a number of upmarket outlets. Part of the exterior was featured in the film Bridget Jones' Diary (at the end, when Bridget runs after Mark along a snowy street)."
Spitalfields Market,"Once a large thriving market, it has slowly been shrunk to a third of its size by development in the area. It features a good variety of clothing, crafts and food stalls/shops. Rather promisingly sellers have set up another market in a new space off Hanbury St nearby."
Exmouth Market,Trendy independent shops on a pedestrianised street.
Tesco Express,"Small, local branch of the supermarket"
Tesco Express,"Small, local branch of the supermarket"
Tesco Express,"Small, local branch of the supermarket. Starbucks and Eat next door."
Sainsbury's Local,"Small, local branch of the supermarket. In a pedestrian square near St. Paul's Cathedral."
Waitrose,Slightly more upmarket supermarket.
Coffee Aroma,Slightly more upmarket supermarket.
Moorgate Buttery,Café and sandwich shop.
Tinseltown,"Halal American-style diner, serving burgers, steaks, and grilled meat. Good for Muslims on a budget and hungry, early-morning clubbers."
To A Tea,Tearoom.
Whitecross Street Market,Eclectic street-food market.
Hub Deli,Small sandwich shop offering many delicious sandwiches and bagels. In Bishopsgate. Nice for quick lunches.
Snak Express,Cheap and wholesome
Boisdale of Bishopsgate,A rather grand Scottish restaurant which has jazz evenings and offers a cigar bar.
Club Gascon,Fine French dining at this Michelin-starred restaurant.
Duck and Waffle,Fine French dining at this Michelin-starred restaurant.
Gow's,An upmarket seafood restaurant and oyster bar.
Polo Bar,"An unpretentious cafe serving fried breakfasts and similar basic food 24 hr a day, and a great place for a late snack after you leave the Eat & Drink. Liverpool St is a safe area anyway but you cannot get safer than this for a late night meal, as at night you'll often see police from the nearby City of London police station. There are no toilets, however, so you need to use those at nearby Liverpool St Station."
Simpson's Tavern,A traditional old style English eatery which has been in business here since 1757. Most of the food is cooked on an open grill in the corner. A very City of London experience!
Smiths of Smithfields,Smiths of Smithfield is a Grade II listed four-floor restaurant serving great British food.
The Wall,Restaurant and bar popular at lunchtime and in the early evenings.
Attilio,Family-owned Italian restaurant.
Carnevale,Small vegetarian restaurant with integral deli.
Comptoir Gascon,French restaurant and delicatessen.
The Green,"Easygoing gastro-pub with good quality, reasonably priced lunch menu, and tapas in the evening."
J+A Café,"Easygoing gastro-pub with good quality, reasonably priced lunch menu, and tapas in the evening."
Polpo,"Easygoing gastro-pub with good quality, reasonably priced lunch menu, and tapas in the evening."
Smiths of Smithfield,Grade II listed four-floor restaurant in Smithfield Market.
Wood Street Bar and Restaurant,"Real ale, nice food and a relaxed atmosphere."
Apulia,Italian restaurant.
Crown Tavern,"A large, traditional pub, rebuilt in 1815 but claiming a history on this site back to 1641. In good weather, outdoor tables in the square can be pleasant. London legend claims that Stalin and Lenin first met in this pub, in a back room (under the ""Conspirators' Clock"") in 1903."
Dirty Dick's,"One of the better known pubs (although definitely no tourist trap) near Liverpool St, supposedly named after a Georgian dandy who let himself go on the death of his fiancée."
Eat & Drink,"A small and fairly ordinary Chinese restaurant by day, this turns into a heaving karaoke bar in the evenings. One of the most reliable places near Liverpool St to get a drink after midnight!"
Lamb Tavern,One of several pubs in Leadenhall Market where you can listen to insurance brokers from nearby Lloyd's talk business.
The Dovetail,Small Belgian bar serving Belgian beer and Belgian food.
The Crosse Keys,"Part of the JD Wetherspoons chain in a converted bank. As is usual for the chain, it is fairly cheap with decent food and drink. The ex-bank building makes this pub a little grander and more spacious than most."
The Sterling,A central bar that resides in the heart of the Gherkin. Catch your breath from the bustle of the City and enjoy a bit of al fresco dining. Food and drink available.
Ye Olde Cheshire Cheese,"An old City pub establishment, rebuilt shortly after the Great Fire of 1666. All the monarchs who have reigned in England during the pub's time are written by the main door."
White Hart,"An unpretentious City pub, slightly cheaper than most. Unusually for the area, has a few tables outside where you can watch the world go by in summer or cower under a heat lamp while smoking in winter."
Fox & Anchor,"Independent traditional pub quite close to the Barbican. Beers are often served in pewter tankards for the extra traditional touch. Six rooms are available as well for those who want to sleep where they drink (or just near the Barbican). Great atmosphere but it can be a little more expensive than average, especially the food and lodging."
Jerusalem Tavern,"A converted Georgian coffee shop, which sells the Norfolk beer, St. Peters. The building is from the 1700s, remodelled in 1810, and it was converted in the 1990s, making this both a new and an old pub. The interior is a little small so, while well worth a visit, after 17:00 on weekdays it gets quickly flooded with City workers."
The Jugged Hare,"A gastropub modelled on a traditional countryside drinking establishment, with a hunting theme. The tables are actually old whisky barrels and the decor features several stuffed animals and trophies. Completing the pattern, the food is heavily game-based, with some seafood."
The Old Doctor Butler's Head,"This claims to be one of London's oldest pubs, tracing it history to 1610, although it has been rebuilt since then. The eponymous Doctor Butler was a purveyor of ""medicinal ale"" who was appointed court physician to James I. Pubs selling his beer were allowed to display his portrait, hence the name of the establishment."
Old Fountain,"Local CAMRA Pub of the Year 2011. This traditional pub is best known for its large and varied beer selection, often from local and micro-breweries, both cask and bottled."
Old Red Cow,Small pub that serves real ale and craft beer from both major and local breweries.
The Princess of Shoreditch,Gastropub.
