Museum of Contemporary Art Denver,"Housed in an ultra-modern building downtown, this innovative museum seeks to engage the community with workshops, films, lectures, and a relaxing, open environment. Visit the rooftop deck for 360-degree views of Denver, grab a quick bite in the cafe, and check out the functional public performance space called The Lane."
National Ballpark Museum,"A family-run museum that contains one of the best private baseball collections in the country, this museum holds a stunning collection of artifacts from ballparks all over the country, including signs, bricks, and seats from the classic ballparks of old, as well as a section of Fenway Park's ""Green Monster""."
Kirkland Museum,"Fine and Decorative art museum featuring over 30,000 works by more than 1,500 artists and designers. Building physically moved Nov 2016, grand opening on new Bannock St location March 10,2018."
City Park,"Enjoy the Denver sunshine at this 330-acre urban park east of downtown. Two lakes, numerous fields, playgrounds, and a golf course, as well as the Denver Zoo and the Museum of Nature and Science are all within its expansive bounds."
Denver Zoo,"Denver zoo's pride is Bear Mountain, created using casts of actual Colorado rock outcroppings to simulate the bears' natural habitat. For a different way to watch the wildlife, hop on the Pioneer Train, the first train in a U.S. zoo to be powered by natural gas. Other exhibits include an indoor rainforest and the 7-acre Primate Panorama."
Denver Botanic Gardens,"Come for the array of flowers and plants from around the world, stay for the peace and quiet (and the free WiFi!), then check out the bonus attractions. Above the gardens' bistro, you'll find Denver's first public green roof, a living example of the benefits of green design. Space and science buffs won't want to miss the OmniGlobe exhibit, a spherical simulation of the Earth from space."
Washington Park,"Beautiful and lush Denver park, with lakes, flower gardens, a recreation center, soccer fields and tennis courts. Over 160 acres of natural beauty, surrounded by turn of the 19th Century homes. A favorite jogging, volleyball, and drinking destination. This was formerly the favorite hang out of young residents during the summer months but recent regulations requiring permits for many common activities have dwindled park usage and transferred it to City Park."
Cheesman Park,The Acropolis-inspired pavilion has a commanding view of the Denver skyline.
Confluence Park,"Named for the confluence of Cherry Creek and the South Platte River, Confluence Park is a summertime spot for many of Denver's residents. Cool off in the river, or bring a kayak or inner tube for the purpose built rapids near REI. The park is also accessible via the Cherry Creek or Platte bike trails."
The Southwest Rink at Skyline Park,Skating rink in downtown Denver open from late November to mid February.
Elitch Gardens,A huge amusement park with rides and family entertainment.
Lakeside,"A throwback from Denver's past, Lakeside is an amusement park like they used to make; without all the corporate branding and commercialism. While it may have a somewhat seedy exterior, Lakeside is still a staple of local kids' upbringings, and remains a fixture of Denver culture as well as a much cheaper alternative to Elitch Gardens. Coaster buffs will squeal with glee over the Cyclone, the park's original 1940 Edward Vettel-designed wood coaster."
Bovine Metropolis Theater,"Nope, no cows on stage. Just exciting and surprising improv comedy shows five nights a week. All ages."
Comedy Works,Laugh it up with local comedians as well as big name acts. 21 and up.
Impulse Theater,"At Denver's original improv comedy venue, no two shows are ever the same! Great for group events and appropriate for all ages."
Colorado Ballet,"Founded in 1951, this internationally acclaimed company presents classical and contemporary ballets."
Colorado Symphony,"The Colorado Symphony Orchestra is an American orchestra established in 1989, as the successor to the Denver Symphony."
Denver Center for the Performing Arts,"Spend an evening at the theater watching anything from revivals to world premieres. The center hosts a Tony Award-winning professional resident company, as well as touring productions."
Opera Colorado,This young company performs classic operas in their downtown venue.
Mercury Cafe,"Highly recommended. This popular restaurant/cafe/event center is a must for any lovers of poetry, theater, or counterculture. Live music almost every night, salsa classes, and more. Particularly recommended Sundays nights, when it hosts Denver's best poetry slam. Often, you might run into well-known names like Andrea Gibson. Check out their schedule for more information."
Denver Broncos,National Football League.
Colorado Avalanche,National Hockey League.
Coors Field,"Denver's Major League Baseball team plays in Coors Field, one of the most beloved ballparks in the major leagues and the most hitter-friendly park as well, thanks to Denver's dry air and high altitude. Tickets range from the $4 ""Rockpile"" bleachers behind center field to $60 for a seat behind home plate. Behind-the-scenes tours of the ballpark are available."
Denver Nuggets,National Basketball Association.
Colorado Mammoth,National Lacrosse League.
Colorado Rapids,Major League Soccer.
Glendale Raptors Rugby Club,USA Rugby Men's Pacific Rugby Premiership and Women's Premier League.
Denver Barbarians Rugby Club,United States Rugby Super League.
Denver Pioneers,"The University of Denver (DU), which plays NCAA Division I sports, mostly in The Summit League. With no football program, the highest-profile sports are men's basketball, men's ice hockey (in which it is a traditional powerhouse, playing in the National Collegiate Hockey Conference), and men's lacrosse (an emerging national power in the Big East Conference)."
Great Divide Brewing Company,This celebrated local microbrewery is helping make Denver an international destination for beer-lovers. Learn firsthand how they do it. Tours happen Monday-Saturday.
Venice on the Creek,"It's just like you're in Venice. Only you're in Denver. Take a relaxing ride in a punt (very similar to an Italian gondola) on Cherry Creek. Your guide will tell you about city history while navigating the shallow waters around downtown. Tours leave every 15 minutes, and reservations are recommended."
Denver Microbrew Tour,"Guided walking tour in downtown Denver’s historic LODO (lower downtown) area. The tour includes a brewery tour, beer samplings at several microbreweries, everything you want to know about beer, and local Denver history."
Banjo Billy's Bus Tours,"The tour in a bus which looks like your aunt's livingroom (you can ride in a saddle if you don't like armchair) with guide talking about history, people and tales (like ghost stories) about Denver's past and present. Highly entertaining and informative. Book online, they seem not to have physical office in the area."
The Tattered Cover,"The area's largest and best-known bookstore, selling new and used books. The bookstore hosts author readings and other educational programs at their two downtown locations."
"The Tattered Cover, Colfax Avenue","The area's largest and best-known bookstore, selling new and used books. The bookstore hosts author readings and other educational programs at their two downtown locations."
"The Tattered Cover, Lodo","The area's largest and best-known bookstore, selling new and used books. The bookstore hosts author readings and other educational programs at their two downtown locations."
The Wizard's Chest,Magical toy and costume shop.
Bennie Blanco's,"Bennie Blanco's is a classic hole-in-the-wall pizza joint, and in this case the phrase is literal. There's no seating, but big, New York-style slices fresh from the oven can be had for as little as $2.50 a slice."
Blue Bonnet,"A noisy bar featuring southwest/Tex-Mex in Denver with most items under $10. There is patio seating and two separate dining rooms that are a bit quieter than the main bar. Consistently rated a ""Best Of"" in various local polls."
Breakfast King,"The Breakfast King is a late night staple of Denver, and one of the best greasy spoons. Open 24 hours and it's also walking distance from the Broadway light rail station."
Buenos Aires Pizzeria,An Argentinean-style pizza joint with unusual topping choices and plenty of $2 empanada (small savory turnovers) offerings.
Cherry Cricket,"Once featured on the Travel Channel's ""Man vs. Food,"" the Cherry Cricket is known for having a massive variety of toppings to put on your burger, including such oddities as melted peanut butter, fried eggs, and cream cheese."
Denver Diner,"In an otherwise deserted stretch of an otherwise hoppin' Colfax, this is pretty much everything you would want of an iconic urban diner—the sort that achieved just the right balance of neon, grime, tattoos, and cheap greasy food, with an ample dose of authenticity. And crucially, it is open around the clock to feed the morning downtown crowd and the late night intoxicated revelers"
Illegal Pete's,"A local favorite hangout with great, cheap burritos! Its patio is located directly on the 16th St Mall, making it a great place to people watch."
Jerusalem,"Open until 3AM, and within walking distance of the University of Denver, this small but excellent Middle Eastern restaurant offers great no-frills food in a laid-back and hip atmosphere."
Far East Center,"Several southeast Asian restaurants located in this area offer a wide variety of pho, noodle houses, upscale Vietnamese, dim sum and other Asian cuisines. Pho 95, Pho Duy, Super Star Asian and Saigon Bowl are a few of the places to try in this diverse and delicious culinary corridor."
Leela European Cafe,"Leela's is a combination bar/coffeehouse/cafe which is a favorite among the college crowd. There's good Italian coffee, great music (live on some nights), and great panini sandwiches. Leela's is open 24 hours as well, and free wireless internet is available, so you can be productive (or not) while waiting for your friends to arrive."
Pete's Kitchen,This combination Greek restaurant and short-order diner is open 24 hours a day and has a great Greek salad and French toast. It's a favorite of local celebrities as well.
Sam's No. 3,"Just a block off the 16th Street Mall and across the street from the Denver Center of Performing Arts Complex, this family-owned restaurant has been feeding Denver and its visitors since 1927. Featured on Diners, Drive-ins & Dives for their Famous Kickin' Pork Green Chili, it's not a spot to be missed."
El Taco de Mexico,This small Mexican lunch-counter offers many delicious food choices for the adventurous palate.
Taqueria Patzcuaro,This neighborhood favorite has the most amazing tacos and green chili.
Two-Fisted Mario's Pizza,"Two-Fisted Mario's has excellent East-coast style pizza on the cheap ($2 a slice, and it's a big slice), and is open until 3AM, so you can grab a pie after drinking microbrews into the wee hours of the morning."
Azucar Bakery,"Café, dessert restaurant and bakery. Sit-down area with LavAzza coffee, fruit smoothies, pastries, Inca Kola, tarts, cookies, cupcakes, ice cream."
D Bar Desserts,"Dessert is the main course at d Bar, especially with celebrity chef Keegan Gerhard making the delectable desserts. The menu does includes savory items as well as Allegro Coffee to go with your sweets."
Empress Seafood,Empress has long been the queen of dim-sum and affordable yet flavorful seafood selections from all over Asia.
Imperial Chinese,"Simply put, the Imperial is Denver's premier Chinese restaurant and has been for the over 20 years its been in existence."
Jack n Grill,"Excellent New Mexico-style food with heaping portions usually soaked in your choice of a green or red chili or for the indecisive, both."
New Saigon,Denver is home to a sizable Southeast Asian population that shows off its unique culinary talents at this great Vietnamese community institution.
Racine's,THE restaurant for both Denver's power brokers and proletariats with its simple yet elegant American menu and casual yet sophisticated decor.
Snooze,"Inventive, trendy (and really good) breakfast is the show-stopper at the east edge of LoDo, and you can expect the place to get extremely crowded on weekends. The thick, rich hot chocolate is definitely worth ordering."
TAG,"Continental food, house-made tonic for drinks."
1515 Restaurant,Fine dining. Reservations are recommended.
The 9th Door,"Spanish tapas and wine, desserts and atmosphere."
Barolo Grill,Decadent Italian.
Buckhorn Exchange,"Denver's oldest restaurant, from 1893, played host to famous guest after famous guest, arguably starting with one President Teddy Roosevelt in 1905. Without a doubt, this is as touristy as it gets, but it is nonetheless absolutely worth a visit. Famous for its game meat, both prosaic and rare, the buffalo tenderloin is exceptional, but more adventurous palates can go after the rattlesnake dip, alligator tail, ostrich medallions, or even yak steak! (Call ahead to check ostrich and yak availability.) The place is saturated in Old West kitsch, aging wood, and animal heads, and Th-Sa nights Roz Brown stops by to croon old cowboy tunes accompanied by his autoharp."
Venice Ristorante,"Amazing, authentic Italian. Very expensive. Very romantic. Very good. Reservations highly recommended."
Vesta Dipping Grill,Each menu item at this hip LoDo restaurant comes with your choice of three dipping sauces for a unique and interactive meal.
Zengo Restaurant,Fusion dining in a trendy establishment.
Coors Brewery,Fusion dining in a trendy establishment.
Great Divide Brewing Co.,"Offers 30 minute tours on the hour 3pm-5pm M-F, 2pm-6pm S-S."
Breckenridge Brewery,"Offers 30 minute tours on the hour 3pm-5pm M-F, 2pm-6pm S-S."
Wynkoop Brewing Company,"Offers 30 minute tours on the hour 3pm-5pm M-F, 2pm-6pm S-S."
Bull & Bush,"Offers 30 minute tours on the hour 3pm-5pm M-F, 2pm-6pm S-S."
Stranahan's Colorado Whiskey,"Offers 30 minute tours on the hour 3pm-5pm M-F, 2pm-6pm S-S."
New Belgium,"Maker of the very popular Fat Tire, is based to the north in Fort Collins."
Rock Bottom,"A national chain of brewpubs, is based in Louisville (near Boulder)."
The Cruise Room,1930s Art Deco martini bar inside the Oxford Hotel. Best martinis in Denver! You can also order fresh seafood from McCormick's Fish House.
Double Daughter's Salotto,"A modern and slightly goth bar for all the cool kids to hang out. The bar features some of the oddest and best ambiance in the city and is connected to Two Fisted Mario's, a pizza place that is open late so you can grab some grub after the bars close."
Falling Rock Tap House,"The Falling Rock is a beer snob's dream, with over 70 excellent beers on tap. The selection changes from week to week, too, keeping the locals entertained and tipsy off of fine Belgians and microbrews. It gets crowded after Rockies games, but during the off season, it's a great place to escape from the cold and warm up with a well-poured Belgian trippel. For that matter, it's a good place on an average night to ""escape LoDo"" and have a beer in a place where you'll be able to have a good conversation without shouting."
My Brother's Bar,"Brother's is the oldest still-operating bar in Denver, steeped in the history of the Beat movement; Jack Kerouac was a regular here during his years in Denver. Massive selection of premium choices and a fantastic single-malt scotch selection. Classical music plays, but don't expect to hear it on a really busy night. Good food, making this a great casual lunch option, including the JCB: a cheeseburger featuring Jalapeno Cream Cheese. There's no sign on the bar so don't look for one, but it's right on the southeast corner of 15th and Platte streets. This is where the locals go and regulars abound."
Nallen's Irish Pub,"A little piece of the Old Country in Denver, Nallen's has great nightly drink specials and a Tuesday night pub quiz."
Wynkoop Brewery,"Fresh brews, billiard tables, and excellent food. Banquets and private parties. Historically significant architecture."
Charlie Brown's Bar & Grill,"Charlie Brown's in another Beat-era hangout located at a hotel where Ginsburg and the gang used to stay. Has great happy-hours, a mostly local crowd, good food, and an agile piano player belting out tunes while you drink."
The Church,"Part of the ""SoCo"" (South of Colfax) club district, the Church is one of the most popular dance clubs in the city, and as its name suggests, is housed in a former Episcopalian church. That however, does not prevent hundreds if not thousands of people from descending on the dance floor every night to shake what God has given them."
City O City,You will find a changing handful of unusual brews on tap. Grab a blueberry muffin or the vegan buffalo wings (which are excellent - and you can eat them without having to worry about a bone!) and people watch.
Funky Buddha Lounge,"Lounge with 2 floors each with its own bar and dance space. Good vibe for hanging out or grooving. Walls display artwork by local artists. Various DJs who play good music outside your mundane top40 list. Funk, old-school hiphop, dubstep, house. A frequent hangout for breakdancers on Thursdays."
Govnr's Park Tavern,"Practically the after work bar for all of the state workers and lobbyists at the capitol, this comfortable place has great happy-hour specials and tasty food."
Park Tavern,Tavern food and drink
Barricuda's,Typical neighborhood bar
The Irish Snug,The Snug (to the locals) is the best place in Denver to down a pint of Guinness with your mates. Excellent fish and chips will fill you up (if the Guinness doesn't first).
Mezcal,"Mezcal is a hip Mexican-themed bar/restaurant serveing excellent and cheap Mexican food along with its plentiful selection of great drinks, particularly tequilas."
Sancho's Broken Arrow,"One of the four Don Quixote themed bars in Denver, Sancho's is the best place in Denver to relive your old days with its Grateful Dead come alive decor and live rock and roll every Monday."
Squire Lounge,"This is a serious dive bar, complete with nasty bathrooms, unkempt floors, characters, a couple pool tables, and a jukebox. And cheap late night drinks accompanied by some seriously plastered clientèle. Clearly not for everyone, but it has its place. If you are up for a real wild ride, order The Beaver, a huge pitcher of impromptu God-only-knows-what, usually less than $10."
Streets of London Pub,"The closest thing to England you can get without a 10 hour flight, Streets of London has an abundant selection of ales, draughts and other favorites."
Lowry Beer Garden,"New in the Lowry neighborhood, this beer garden is in between two of the old airplane hangars that made up Lowry Air Force Base. The Garden offers a thoughtful draft and bottled beer selection with a focus on Colorado and handcrafted brews. The Lowry Beer Garden also serves up your favorite casual fare with locally-made gourmet brats & sausages, freshly-baked pretzels, house-ground burgers, hand-cut fries and chef-created salads."
Pablo's Coffee,"Also location at 1300 Pennsylvania St (NE corner 13th Ave and Penn). Fresh roasted coffee roasted in the store, excellent barristas and a nice patio, no wi-fi so the number of student ""campers"" is a minimum, a great place for people looking for a great cup of coffee."
Hooked on Colfax,"A few blocks south of City Park. Wifi-friendly coffeeshop with great local coffee offerings, as well as a small selection of beer, wine, and cocktails. Offers delicious home-baked pastries and quiches, with gluten-free and vegan options."
The Market,"THE place for coffee shop people watching in Denver. Outstanding pastries, hot from the oven every day at 6:30AM. Also a great full service deli. Wifi/Laptop friendly."
St. Mark's,Quintessential coffeehouse ambience. House made pastries. Lovely neighborhood block with a nice collection of restaurants.
Fluid,Modern. Gourmets: order an Artisan coffee made with the Clover machine. Light pre-packaged eats available. Wifi/Laptop friendly.
Daz Bog,Formerly Diedrich's. Lovely tree lined street. Nice selection of pastries and light bites. Wifi/Laptop friendly.
Common Grounds Downtown,An old mainstay in Denver. Between Union Station and Market Street RTD station. Wifi/Laptop friendly.
Metropolis,11th and Cherokee and 17th and Champa. Modern. Wifi/Laptop friendly.
Stella's Coffeehaus,"Large wifi-friendly coffeeshop with a warm, open feel. Popular among students studying during the day, louder and livelier at night."
Bardo,"Great laid-back atmosphere, vintage couches in back, tables in front, booths in the middle. Serves locally-roasted coffee, pastries and teas. Good study spot, or just to meet with friends. Wifi-equipped."
Drip,"#G. Upscale atmosphere with friendly staff and reasonable prices. Serving locally-roasted coffee, teas, sandwiches and pastries. Good spot for studying, business meetings, or just to meet with friends. Wifi-equipped, and there's a loft upstairs."
The Gypsy House,"Located in the little red building on 13th and Marion, this cozy coffee and tea nook on the corner has beans, sandwiches and frequent live performances by an eclectic array of artists. Gypsy House is also a hookah bar."
Bluebird Theater,"Located in the little red building on 13th and Marion, this cozy coffee and tea nook on the corner has beans, sandwiches and frequent live performances by an eclectic array of artists. Gypsy House is also a hookah bar."
Climax Lounge,"Located in the little red building on 13th and Marion, this cozy coffee and tea nook on the corner has beans, sandwiches and frequent live performances by an eclectic array of artists. Gypsy House is also a hookah bar."
Denver Coliseum,"Located in the little red building on 13th and Marion, this cozy coffee and tea nook on the corner has beans, sandwiches and frequent live performances by an eclectic array of artists. Gypsy House is also a hookah bar."
Fillmore Auditorium,"Located in the little red building on 13th and Marion, this cozy coffee and tea nook on the corner has beans, sandwiches and frequent live performances by an eclectic array of artists. Gypsy House is also a hookah bar."
Gothic Theater,"Located in the little red building on 13th and Marion, this cozy coffee and tea nook on the corner has beans, sandwiches and frequent live performances by an eclectic array of artists. Gypsy House is also a hookah bar."
Hi-Dive,"Located in the little red building on 13th and Marion, this cozy coffee and tea nook on the corner has beans, sandwiches and frequent live performances by an eclectic array of artists. Gypsy House is also a hookah bar."
Sports Authority Field at Mile High,"Located in the little red building on 13th and Marion, this cozy coffee and tea nook on the corner has beans, sandwiches and frequent live performances by an eclectic array of artists. Gypsy House is also a hookah bar."
Larimer Lounge,"Located in the little red building on 13th and Marion, this cozy coffee and tea nook on the corner has beans, sandwiches and frequent live performances by an eclectic array of artists. Gypsy House is also a hookah bar."
Lion's Lair,"Located in the little red building on 13th and Marion, this cozy coffee and tea nook on the corner has beans, sandwiches and frequent live performances by an eclectic array of artists. Gypsy House is also a hookah bar."
Ogden Theatre,"Located in the little red building on 13th and Marion, this cozy coffee and tea nook on the corner has beans, sandwiches and frequent live performances by an eclectic array of artists. Gypsy House is also a hookah bar."
Oriental Theater,"Located in the little red building on 13th and Marion, this cozy coffee and tea nook on the corner has beans, sandwiches and frequent live performances by an eclectic array of artists. Gypsy House is also a hookah bar."
Red Rocks Amphitheater,"Located in the little red building on 13th and Marion, this cozy coffee and tea nook on the corner has beans, sandwiches and frequent live performances by an eclectic array of artists. Gypsy House is also a hookah bar."
Beta,"Located right in Downtown, Beta is one of Denver's most popular nightclubs, with a friendly clientele of all ages and sexual orientations."
Grizzly Rose,"A must for a true western experience. The Grizzly Rose is a huge saloon with line-dancing, live music, and even a mechanical bull. A popular draw for people living outside the city."
Charlie's,"Charlie's is simultaneously a gay bar and cultural landmark catering to the old west spirit and/or disco diva in all of us. Charlie's has a friendly clientele, a mix of country, pop, and dance music, and inexpensive drinks."
Tracks,"Denver's main gay nightclub, Tracks is big, friendly, and very fun. Go there Thursday for 18+ nights, or check out the monthly lesbian party First Fridays."
11th Avenue Hotel and Hostel,"Denver's main gay nightclub, Tracks is big, friendly, and very fun. Go there Thursday for 18+ nights, or check out the monthly lesbian party First Fridays."
Ramada Denver Midtown,"Denver's main gay nightclub, Tracks is big, friendly, and very fun. Go there Thursday for 18+ nights, or check out the monthly lesbian party First Fridays."
Hostel Fish,"New upscale hostel that opened in July 2015 in a historic building in downtown Denver that occupies top 2 floors of the building and a restaurant and bar on the ground floor of the historic building. The 2 story hostel has 67 dorm beds and 2 private rooms available with free continental breakfast, free wi-fi, guest lounge, bar and kitchen."
Courtyard Denver Stapleton,Between the airport and downtown Denver. 24-hour market on-site.
Crowne Plaza Denver Downtown,"Rooms are reasonably spacious and have free broadband internet access and a desk. Breakfast is modestly priced and modest in style. The lobby is typical Holiday Inn. Given the size of the hotel, reception and concierge staff numbers are small but there still seem to be no queues for their services. Stay high in a room on the Glenarm St. side if you want a mountain view. Airport shuttles ($21 to international) serve the hotel."
Embassy Suites Denver Southeast,"Near Denver Tech, hotel offers complimentary hot cooked-to-order breakfast and nightly Manager's Reception featuring complimentary cocktails and appetizers."
Magnolia Hotel Denver,"Downtown Denver hotel featuring guestrooms and suites, a restaurant and bar, and event space for meetings, weddings, and special occasions"
Sheraton Denver Downtown,"On the 16th Street Pedestrian Mall in downtown, 3 1/2 blocks from the Denver Convention Center."
SpringHill Suites Denver Downtown,Across from the Pepsi Center in LoDo.
Hyatt Place Denver Cherry Creek,Across from the Pepsi Center in LoDo.
Hyatt House Denver Tech Center,Across from the Pepsi Center in LoDo.
Hyatt Place Denver Tech Center,Across from the Pepsi Center in LoDo.
Brown Palace Hotel,"An elegant, historic hotel in downtown Denver, the Brown Palace has catered to congressmen, US presidents, and countless foreign dignitaries."
Denver Marriott City Center,A beautiful hotel in downtown Denver offering panoramic views of the Rocky Mountains and the city skyline.
Embassy Suites Downtown,"An all-suite, full service hotel."
Grand Hyatt Denver,"512 rooms with city views. Features the Hyatt Grand Bed, free 24 hour fitness facility, indoor pool, room service around the clock, well-lit work stations and high-speed internet access."
Hilton Garden Inn Denver Downtown,"Onsite restaurant, fitness center and complimentary high-speed Internet access."
Hyatt Regency Denver at Colorado Convention Center,"New thirty-seven story downtown hotel, adjacent to the Colorado Convention Center. 1,100 guest rooms, with views of the mountain and downtown."
The Oxford Hotel,The historic hotel provides a romantic retreat located in the midst of Denver’s lively LoDo district.
Westin Denver Downtown,Four-diamond hotel in downtown Denver.
16th Street Mall,Free Wifi along the pedestrian 16th Street Mall in the heart of Downtown.
Cherry Creek North,Entire area has free WiFi provided by the Cherry Creek North Business District.
Common Grounds,Common Grounds has been serving the best coffeehouse experience in Denver for over 20 years. Wireless Internet as well as a wide selection of in-house roasted coffee and coffeehouse food is available.
Peaberry Coffee,"Multiple locations. Free WiFi, but you have to ask the barrista for username and password."
Panera Bread,Free Wifi at most if not all locations.
Starbucks,free wifi at participating places
Australia,free wifi at participating places
Canada,free wifi at participating places
Denmark (Honorary),free wifi at participating places
Italy,free wifi at participating places
Mexico,free wifi at participating places
Japan,free wifi at participating places
Netherlands (Honorary),free wifi at participating places
Norway (Honorary),free wifi at participating places
Thailand,free wifi at participating places
United Kingdom,free wifi at participating places
