MetLife Building,"Since it was built it has been probably the most hated building in New York, mostly because it rises up over Grand Central Station, completely blocking the view up Park Avenue, but it is a good example of modern architecture."
Rockefeller Center,"The Christmas Tree, the Skating Rink, NBC studios, the shops and hubbub - you can't miss it. The Christmas Tree and the Skating Rink are naturally not year round, but in the summer, the complex is a hub for touristy operations. Within the striking Art Deco buildings of the complex are several dining establishments overlooking the area and many stores."
Radio City Music Hall,"See the Rockettes, another show, or just tour the famous Art Deco masterpiece."
Top of the Rock Observation Deck,"On the 70th floor of the GE Building (better known by some as ""30 Rock"") is this narrow observation deck, built to resemble the deck of a cruise ship. The deck affords uninterrupted views over Central Park to the north and across Midtown to the south."
United Nations Headquarters,"The UN HQ sits on an 18-acre site between 42nd and 48th Streets, and between First Avenue and the East River. It is noted for its gardens and outdoor sculpture. There is a charge for the tours of the General Assembly and Secretariat but you can visit the Visitor's Lobby for free (although you do have to pass through a security checkpoint). There are two levels to the lobby area which includes a gallery, a gift shop, and a bookshop. If just visiting the lobby, don't join any queues once you're in the lobby - just find your way around. There is little in the way of signs to tell you where you can go - this is the UN, well-meaning but not well organized."
Grand Central Terminal,"Walk in and see the main concourse, a cavernous room often filled with people and elegantly detailed, with arched windows, a lovely clock, and an astronomical ceiling."
New York Public Library,"The main branch of the New York Public Library (officially the Stephen A. Schwarzman Building), this is the grand structure flanked by lions on both sides of the entrance. Inside you'll see impressive architecture, long hallways, and beautifully designed reading rooms."
St. Patrick's Cathedral,"A big, grand neo-Gothic Catholic church, presided over by the Archbishop of New York; a years-long renovation was completed in time for a September, 2015 visit by Pope Francis."
Saint Thomas Church,"The interior of this Episcopal church is a peaceful place, and both the exterior and interior are architecturally harmonious and worth looking at if you are walking nearby."
Waldorf-Astoria Hotel,A famous luxury hotel.
The Morgan Library,"Once J. Pierpont Morgan's private library, this building houses his art collection, a Gutenberg Bible, and a first printing of The Star Spangled Banner. The bookshelves lining the walls include books by Dante, Dickens, Einstein, Twain, and several First and Second Folios"
Museum of Modern Art,"One of the greatest and most popular collections of modern art, on a par with the Tate Modern in London or Paris's Centre Georges Pompidou. Exceedingly popular so be warned: queues for tickets start early and stretch long. To avoid the crowds, turn up at the door at least a half hour before opening, then take the elevator to the top floor and work your way down. The building is as much a draw as the outstanding collection; possessing arguably the best collection of modern masterpieces world-wide, MoMA houses important art works from Van Gogh, Picasso, Monet, Matisse, Salvador Dalí, Paul Cézanne, Frida Kahlo, Piet Mondrian, and works by leading American artists such as Jackson Pollock, Jasper Johns, Edward Hopper, Andy Warhol, and Chuck Close. MoMA also holds renowned art photography and design collections. In addition to being the crown jewel of modern art museums, MoMA puts on a terrific repertory program in a nicely renovated theater below the museum."
The Paley Center for Media,"Dedicated to preserving and collecting television programs as a service to the public, the museum consists of two museum branches in Los Angeles and New York City; combined they hold over 100,000 television programs that are available to the public, providing a historical, artistic and cultural perspective to television and radio. You may use their library here for the price of admission. They have lots of old shows and a database so you can see if they have what you want."
Apple Store,"Located beneath a giant glass cube, this flagship Apple Store is open 24/7 and is crowded with shoppers all day long. Come here on the day the company releases a new gadget and you'll see lines that wrap around the block."
Bergdorf Goodman,"Very high-end designer clothing, jewelry and accessories store for women, men and kids."
Morrell Wine,"Perhaps the best wine selection in the city, this is the place to go if you want to find that unusual bottle to take home as a gift.  They also ship all over if you want to take home more than you can carry!"
Nintendo World Store,"A two story specialty store that sells a wide variety of Nintendo merchandise, including videogames, t-shirts, and plushies of your favorite Nintendo characters. The most popular aspect of the store is their Pokecenter which has a wall dedicated to Pokemon videogames, DVDs, action figures and plush dolls. The plush dolls and action figures that are on sale change every week or so, so you need to be quick to find and buy your favorite pokemon’s plush counterpart. The store has a large section devoted to Wiis and 3DS/DS’s that are opened for customers to play and preview videogames before they purchase them. The store also sometimes holds tournaments and video viewings to promote upcoming releases of games."
Saks Fifth Avenue,"A two story specialty store that sells a wide variety of Nintendo merchandise, including videogames, t-shirts, and plushies of your favorite Nintendo characters. The most popular aspect of the store is their Pokecenter which has a wall dedicated to Pokemon videogames, DVDs, action figures and plush dolls. The plush dolls and action figures that are on sale change every week or so, so you need to be quick to find and buy your favorite pokemon’s plush counterpart. The store has a large section devoted to Wiis and 3DS/DS’s that are opened for customers to play and preview videogames before they purchase them. The store also sometimes holds tournaments and video viewings to promote upcoming releases of games."
Tiffany & Co.,"The famous jewellers, scene of Audrey Hepburn's Breakfast at Tiffany's"
Ai Fiori,"This Ligurian restaurant has delicious cocktails (the fiori d'arancia, made with Old Forester bourbon, is absolutely delightful) and equally fine food, made with the freshest, highest-quality ingredients and with some kind of pleasant surprise in every dish. And unlike most other New York restaurants, it has plenty of space between tables. It is expensive but worth the money. The room is large, so while reservations are recommended, this is one upscale restaurant where it's usually possible to reserve at short notice."
Bill’s Bar & Burger,"Burger spot also known for disco fries (with gravy & cheese), beer & alcoholic shakes."
Bryant Park Grill,"New American food in elegant dining room behind the public library, with a view over the park."
Celsius,"Indoor and outdoor seating in the winter overlooking the skating rink. Good food and service, a little pricey but reasonably for the location (open seasonally)."
Cho Dang Gol,"A slightly upscale Korean restaurant that specializes in dishes made with artisanal tofu, several varieties of which are made on premises."
Delegates Dining Room,"Located on the 4th floor of the UN General Assembly, this high-class dining hall lets you eat alongside delegates, ambassadors, and celebrities at the heart of international politics. The menu changes every day, providing a unique international buffet every day as you sit with a gorgeous view of the East River. Reservations should be made at least 24 hours in advance. Do note that with security concerns, you'll be escorted to and from the dining room. Dress attire is business casual."
Don's Bogam,"Pleasant restaurant with real decor and ambiance, specializing in Korean barbecue - especially meat marinated in hot sauce - among other things. Don's Bogam and Madangsui (see listing below) are widely considered to be the best Korean BBQ specialists in Manhattan."
Dos Caminos,"One of four up-market Mexican restaurants in Manhattan by the same name and under the same ownership (the other's are in Gramercy, Chelsea, SoHo) Sticky, saucy ribs and guacamole."
VietHaven,Very nice Vietnamese restaurant with full bar. Nice food and decent prices. Try seafood combo
Ess'a Bagel,"This legendary place serves up doughy, chewy bagels the size of hubcaps that some New Yorkers consider 'the best bagels in NYC - which means everywhere'. Bagel-eaters will also find a wide variety of mixed cream cheeses, tofu spreads, and smoked fish. Bagels are cheap, but prices depend on whether you eat in or take out! Expect to pay $3 for two bagels and a small tub of your favorite cream-cheese spread. Lines can be long at lunchtime."
Hallo Berlin,A pushcart on a Midtown street corner that serves what is widely regarded as some of the best German sausages in the city.
Han Bat,"Han Bat has the feel of a Korean diner, though with some surprisingly nice decor. Their forte is Hyaemul Dolsot Bibimbap (rice cooked in a stone pot with mixed seafood, herbs, Korean hot sauce, etc.). Some of their other dishes are very salty."
Havana NY,"Well-priced Cuban casual restaurant & bar for lunch and dinner. They serve a variety of daily specials, including Plantain Soup and Suckling Roast Pork."
Joe's Shanghai,"Try their famous ""soup dumplings"" -- listed on the menu as ""steamed buns"", and their other delicious Shanghai specialties. Pricier than the Chinatown location."
Kang Suh,"A Korean restaurant with a large menu. You are best advised to order from the regular menu and avoid the lunch specials, which are not as good. There are special banquet rooms for large parties (reserve those in advance), and excellent service is provided."
Keens Steakhouse,"A New York chophouse with excellent steaks and great bar for pre & post dinner drinks or just drinks. Fine dining in comfortable surroundings. Founded in 1885, the restaurant has an interesting ceiling covered in 90,000 clay pipes which the customers used to smoke after dinner. Pipes were left at establishments, as they were too brittle to transport!"
Madangsui,"Serves great Korean barbecue accompanied by a generous (8 dishes) and delectable banchan (complimentary side dishes), plus a bowl of dwenjang jigae (soupy stew made with fermented bean paste)."
Prime Grill,"Serves great Korean barbecue accompanied by a generous (8 dishes) and delectable banchan (complimentary side dishes), plus a bowl of dwenjang jigae (soupy stew made with fermented bean paste)."
Seoul Garden,Another Korean restaurant with a substantial menu and some people's favorite.
Strip House,Steakhouse with a raw bar boasts walls covered with photos of old-Hollywood stars.
Tao,Trendy Asian cuisine; reservations required. Beautiful decor.
Ginger Man,"Sister bar to the Volcano (below). Larger bar with a broad selection of drinks that also serves bar food and snacks. Also an after-work crowd, this bar is also popular with your average Joes. Good place for groups."
mad46,"Amazing happy hour spot in Midtown atop The Roosevelt Hotel with a fantastic view. Not only serving delicious after work cocktails, but also offers a lite fair menu."
Americana Inn,"Single, double, and triple-bed accommodations."
Grand Union Hotel,"European style, family operated."
"Soldiers', Sailors', Marines', Coast Guard and Airmen's Club","A service member friendly hotel. The hotel is closed to non-military personnel unless accompanied by a service member, veteran, or military retiree."
Vanderbilt YMCA,Walking distance from Grand Central Terminal and near the United Nations.
Hotel 373 Fifth Avenue,Walking distance from Grand Central Terminal and near the United Nations.
Roosevelt Hotel,"A Pakistani-owned hotel named after the 20th President Theodore Roosevelt and opened in 1924. The hotel has 1,015 rooms including 52 suites. This hotel has been seen in several major motion pictures."
Hyatt Place New York/Midtown-South,"A Pakistani-owned hotel named after the 20th President Theodore Roosevelt and opened in 1924. The hotel has 1,015 rooms including 52 suites. This hotel has been seen in several major motion pictures."
1 Hotel Central Park,"Featuring natural light, organic and reclaimed materials. Farm-fresh meal at the restaurant, menu created by Chez Panisse alum, Jonathan Waxman,"
70 Park Avenue Hotel,"Nice boutique hotel with good bar, Silverleaf Tavern, which serves a good G&T. Lovely rooms including LCD TV's etc. Some rooms have a view of the Empire State Building."
Avalon Hotel,"Boutique hotel with roomy suites, close to the Empire State Building."
Baccarat Hotel New York,"An upscale hotel offering 114 rooms and suites. The hotel has many interesting features, including a mica-covered vaulted ceiling, silver-leafed wood paneling, pleated-silk walls, marble, and Baccarat crystal elements throughout."
Bryant Park Hotel,"Distinctive black brick and gold trim building. Amenities include deep soaking tubs, cashmere blankets, Pipino toiletries, Tibetan rugs in rooms."
Dylan Hotel,"Distinctive black brick and gold trim building. Amenities include deep soaking tubs, cashmere blankets, Pipino toiletries, Tibetan rugs in rooms."
Fitzpatrick Manhattan Hotel,Irish boutique hotel with a popular on-site Irish restaurant.
Four Seasons Hotel,Irish boutique hotel with a popular on-site Irish restaurant.
Grand Hyatt New York,Attached to Grand Central Station.
Hampton Inn Manhattan 35th Street/Empire State Building,A business-style hotel with modern and clean rooms.
Hotel Elysee,This country French hotel offers guests free high speed Wi-fi and complimentary refreshments in the Club room 24 hours a day including breakfast in the mornings and wine and cheese receptions on weeknights.
Hotel Metro,"Newly renovated guestrooms, complimentary continental breakfast or afternoon snack in the Metro Grill restaurant."
Hyatt 48 Lex,A fresh blend of highly personalized concierge service with high-end contemporary art and design.
Kimberly Hotel,A fresh blend of highly personalized concierge service with high-end contemporary art and design.
Kitano,"A luxury, four-diamond, Japanese-style hotel."
Library Hotel,Free high speed Wi-fi and complimentary refreshments in the Reading Room 24 hours a day including breakfast in the mornings and wine and cheese receptions in the evenings except for Sunday nights.
New York Palace Hotel,"Luxury accommodations, good views, spacious rooms, spa & fitness center, fine dining at the Gilt Restaurant & Bar, meeting and event rooms."
Omni Berkshire Place,"Luxury accommodations, good views, spacious rooms, spa & fitness center, fine dining at the Gilt Restaurant & Bar, meeting and event rooms."
Peninsula Hotel New York,Has a rooftop bar.
Plaza Hotel,"Perhaps the most famous of New York's luxury hotels, the Plaza is an attraction in and of itself, having been used as a backdrop in numerous movies and TV shows and serving as the meeting place for many celebrities and politicians. The Plaza is also famous as a place to go for afternoon tea or cocktails, and of course you will pay dearly for that."
Roger Smith Hotel,"Perhaps the most famous of New York's luxury hotels, the Plaza is an attraction in and of itself, having been used as a backdrop in numerous movies and TV shows and serving as the meeting place for many celebrities and politicians. The Plaza is also famous as a place to go for afternoon tea or cocktails, and of course you will pay dearly for that."
San Carlos Hotel,"Perhaps the most famous of New York's luxury hotels, the Plaza is an attraction in and of itself, having been used as a backdrop in numerous movies and TV shows and serving as the meeting place for many celebrities and politicians. The Plaza is also famous as a place to go for afternoon tea or cocktails, and of course you will pay dearly for that."
Waldorf Astoria New York,"Another famous luxury hotel that is among the more notable in New York, with a long history in a lavish Art Deco building that has housed many a celebrity. Perhaps one of the most famous guests was President Franklin Roosevelt, and a secret platform that is believed to have been used by Roosevelt to travel directly from the train to his hotel room so he could hide his paralysis from the public survives under the hotel. The traincar that Roosevelt is believed to have used is parked on the platform. Sadly, neither the secret platform nor the traincar are open to public."
Arsenal,"A picturesque brick building that actually predates the park. It was built in 1851 to serve as a munitions supply depot for the New York State National Guard, and was designed to look like a medieval fortress, with battlements overlooking the area. Today the building holds a refreshment stand and WPA murals depicting park activities."
Balto Statue,"A popular monument to the famous sled dog who successfully led a sled team through a treacherous blizzard to deliver medicine to Nome, Alaska, thus ending an epidemic."
Angel of the Waters,"One of Manhattan's favorite meeting points, the centerpiece of this Terrace is the Angel of the Waters fountain, dedicated in 1873 and an enduring icon of the park."
Central Park Zoo,"Small and gem-like, New York's ""oldest, newest zoo"" opened in its current guise as recently as 1988, although animals in various zoo incarnations have resided here since the 1860s. This zoo is fairly small and doesn't have as many large animals as you might expect, but this zoo does include sea lions, penguins, polar bears, monkeys, red pandas, and exotic birds in pleasant exhibits. Next door is a children's zoo, covered in the cost of admission, which has a barnyard animals you can pet, a duck pond, and lots of play areas for kids."
Chess & Checkers House,"Built in the 1870s as an actual dairy farm, with a structure designed to resemble a country church. Today it is a visitor center and gift shop for the park, housed in a beautiful structure. Next door is the Chess & Checkers House, another visitor center and the volunteer headquarters, with a number of chess and checkers tables under a shady pergola."
Friedsman Carousel,"A vintage carousel built in 1908 and situated on this spot since the 1950s, it's the fourth carousel to inhabit this location and is beautifully painted."
Grand Army Plaza,"A public square at the southeast corner of the park which marks one of the primary entrances to Central Park. The square is named for the Union Army of the Civil War and sports a gilded bronze statue of Union General William Sherman and the Pulitzer Fountain, which is crowned with a bronze figure of Pomona, the Roman goddess of fruit."
The Pond,"Near Grand Army Plaza, the Pond offers a tranquil setting just within the boundaries of the park. A rustic wood structure, ""Cop Cot,"" overlooks the pond from an outcrop near the Sixth Avenue entrance."
Tavern on the Green,"A spacious green lawn that was originally home to a herd of sheep, which grazed in the meadow and tended to in their nearby pen - a Victorian style building which today is the Tavern on the Green restaurant (see Eat below)."
Strawberry Fields,"So named in 1981 in memory of John Lennon, the former Beatle, who was murdered close by outside his home in the Dakota building. Lennon's widow Yoko Ono, who still lives in the Dakota, subsequently donated $1 million to upgrade the area with hundreds of tree and flower species, including strawberries. The area serves as a Garden of Peace and includes a memorial floor mosaic (donated by the Italian city of Naples) that says simply ""Imagine"", referring to the title of one of Lennon's evocative songs."
Turtle Pond,"Sitting on Vista Rock, one of the highest points in the park, the castle provides excellent views of Central Park, particularly to the north. It is a popular spot for photography and contains a visitor center and a nature conservatory. Just below the castle to the north is Turtle Pond, a small, swamp-like pond holding various fish, frogs, insects, and birds."
Hans Christian Andersen,"Most well known as the Model Boat Pond, visitors can often see a racing regatta between members of the Model Yacht Club, or rent a model boat from a boathouse and cafe on the pond. Just to the north of the pond is the Alice in Wonderland sculpture depicting the Tea Party scene, and on the west side of the pond is the Hans Christian Andersen sculpture, which shows the writer seated on a bench reading a book to his Ugly Duckling character."
Obelisk,"At the center of Central Park, the Great Lawn is a large clearing with lawns and ballfields, perfect for ballgames, sunbathing, and picnicking. Just to the east of the Lawn is the Obelisk, a 71-foot tall structure which is the oldest man-made object in the park, having been erected in Heliopolis, Egypt, around 1500 BC."
Bow Bridge,"The lake is a fine setting for a serene afternoon in the park. Rental boats are available from the Loeb Boathouse (on the eastern side of the lake) for a ride on the water. The Bow Bridge, a Central Park landmark, spans the middle of the lake."
The Ramble,"A sort of mini forest, described by its designer as a ""wild garden,"" the Ramble is sculpted out of a wooded hillside, with winding paths, rocky outcrops, secluded glades, and a tumbling stream. If one travels through the ramble when the trees are full, it is easy to lose sight of the city's skyscrapers; it's as if you're no longer in Manhattan. The Ramble is also an excellent place to bird watch, with over 250 species of birds that stop here on their migration."
Metropolitan Museum of Art,"A sort of mini forest, described by its designer as a ""wild garden,"" the Ramble is sculpted out of a wooded hillside, with winding paths, rocky outcrops, secluded glades, and a tumbling stream. If one travels through the ramble when the trees are full, it is easy to lose sight of the city's skyscrapers; it's as if you're no longer in Manhattan. The Ramble is also an excellent place to bird watch, with over 250 species of birds that stop here on their migration."
The Reservoir,"Constructed between 1858 and 1862, the Reservoir is a vast urban lake that covers 106 acres of Central Park and is the largest body of water within Manhattan. Renamed the ""Jacqueline Kennedy Onassis Reservoir"" in 1994, the Reservoir is probably best known for the 1.58 mile track that runs around its edge and which is a favorite for joggers, who can both run and enjoy the spectacular views of the city skyline."
Charles A. Dana Discovery Center,"On the north shore of the Harlem Meer, the Discovery Center holds education and community programs and seasonal exhibits, as well as offering a popular place for catch-and-release fishing."
Conservatory Garden,"A six-acre garden which is Central Park's only formal garden, representing Italian, French, and English landscape styles, with formal plantings and numerous sculptures."
Great Hill,"One of the highest points in the park, the Great Hill is a hilltop meadow surrounded by stately elm trees and serves as an excellent place to picnic."
Harlem Meer,This 11 acre lake is one of Central Park's finest spots; surrounded by flowering trees and inhabited by several fish and turtle species.
North Woods,"None of Central Park is actual virgin forest, but this is the closest any part of the park gets to feeling like genuine forest. It is beautiful and cool in hot weather. However, like a real forest, it is a mosquito habitat, so make sure to use insect repellent before walking through this part of the park."
The Ravine,"One of the most idyllic and tranquil landscapes in Central Park, the Pool is an excellent spot for quiet contemplation, with its grassy banks and nearby waterfalls. A stream, The Loch flows northeast from the Pool, through a stream valley called The Ravine. A trail that follows the Loch, winding under a canopy of tall trees as the stream goes over several waterfalls and passes under a couple of stone arches."
On foot,"Central Park is a paradise for people looking to walk, hike, stroll, or jog. The entire park is friendly for hiking and strolling, with many hidden corners and a variety of terrains to explore. Speed walkers and joggers have three ideal spots in the park: the Park Drives, which circle the park and have a special lane for joggers; the Reservoir, which has a very well-used trail surrounding it; and three separate Bridle Paths, one adjacent to the Reservoir, one at the North Meadow, and one at the southern side of the park, all of which are loops that extend about 1-1.5 miles. The Central Park Conservancy operates guided walking tours year-round, which are free and require no reservation; check the website for details."
Riverdale Equestrian Centre,"The Riverdale Equestrian Centre in nearby Riverdale, New York offers guided horseback rides through Central Park, but you must already be at an advanced riding level."
Horse-drawn carriage rides,"Available year-round (except in extreme weather), a horse-drawn carriage ride is one of the most popular (and some say romantic) ways to see Central Park."
Delacorte Theater,Home to the Public Theater/New York Shakespeare Festival in the summer.
SummerStage,A popular free concert series held in the summer.
Central Park Conservancy Film Festival,"Held in mid-August, the festival shows cult classic films on an outdoor screen in Sheep Meadow."
Ancient Playground,"Inspired by the nearby Egyptian Wing of the Metropolitan Museum of Art, this playground contains several pyramid-like play structures."
Billy Johnson Playground,"A rustic-themed playground, with a stone bridge, a granite slide, a gazebo, a water feature, and playground equipment constructed of white cedar."
Heckscher Playground,"Central Park's largest playground, Heckscher is unique among Central Park's playgrounds in that it is not on the boundaries of the park. The playground has a range of play equipment, including a large water feature."
Pat Hoffman Friedman Playground,A small toddler playground with some beautifully fashioned gates adorned with sculptures of animals. In front of the gates stands Paul Manship's Group of Bears sculpture.
Safari Playground,"A jungle themed playground with hippopotamus statues, a ""canoe"" play structure, and treehouses."
Wild West Playground,"A western-themed playground with a wooded fortress-like setting, canals, sandboxes, and water sprays."
The Boathouse,"Held in the Loeb Boathouse on the Lake, the Boathouse includes a sit-down restaurant with tables overlooking the lake, a sit-down bar area outside, and an express cafe with counter service for quick takeout and eat-in food."
Le Pain Quotidien,A branch of this local chain of sit-down restaurants with organic options like handmade bread and vegan ice cream. Pre-packaged picnic boxes are also available.
Tavern on the Green,"This iconic restaurant has appeared in dozens of films as one of New York's most famous dining spots. The historic building once served as a sheep paddock before being converted to a restaurant in 1934, soon becoming a favorite destination for New Yorkers' special occasions. Although the setting is as lovely as it's always been, the restaurant itself has developed a reputation for providing overpriced food that isn't all that good."
Official NYC Information Center at Macy's Herald Square,"Multilingual FAQ stations, free WiFi, plenty of guides and maps, and the city’s only aboveground MetroCard machine."
Times Square,"A place filled with video screens, LED signs, and flashing lights; a world wonder or a tourist nightmare depending on your perspective, the ""new"" Times Square is a family-friendly theme park of themed restaurants, theaters and hotels, as well as a developing business district. The lights and signs can be viewed anytime, but the most enchanting experience comes when one visits Times Square at night, as all the signs and screens are ablaze with color. Times Square is also well known for its famous New Year's Eve ball drop. Those looking for the seedy Times Square of years past will find it around the Port Authority Bus Terminal, and on Eighth Avenue to the west."
TKTS Booth,"A ticket booth selling discounted Broadway and off-Broadway shows. However, the cheaper tickets aren't the only attraction, as the back of the booth is a large, red-lit glass staircase facing Times Square, which serves as a set of bleachers and offers an excellent opportunity to get above the street and just watch the crowds and flashing signs. Above the booth is a video screen with a live feed of the top step, giving you a chance to appear (if only briefly) on one of the many signs in Times Square."
One Times Square,"Originally the second-tallest building in the world when it opened in 1905, One Times Square was constructed to be the headquarters for The New York Times, a function it would serve for less than ten years. The annual Times Square ball drop is performed from the roof of this building. And you can't miss the famous Dow Jones news and sports zipper (the first news ticker in the world) attached to its lower facade."
Discovery Times Square Exposition,"An exhibition hall that caters to traveling exhibitions that are deemed ""too large, too expensive, too nondisciplinary or too commercial"" for local museums. Discovery TSX has been home to Harry Potter: The Exhibition, CSI: The Experience, Titanic: The Artifact Exhibition, King Tut NYC: Return of the King, and Pompeii the Exhibit."
"Intrepid Sea, Air & Space Museum","The aircraft carrier Intrepid is docked here and loaded with spacecraft and aircraft, including the very cool Blackbird spy plane and the prototype Space Shuttle Enterprise. On the other side of the dock is a guided-missile submarine and a Concorde, both of which you can tour also, and some tanks."
Madame Tussauds New York,"Get up close to over 200 lifelike wax figures of the biggest stars and icons in entertainment, sports and history."
Gulliver's Gate,very large miniature world
ABC Times Square Studios,"Come here bright and early in the morning to be in the live audience of the network's famous morning news show, Good Morning America. Walkbys can view the show in progress from the studio's street level windows and catch up on the latest news scrolling away continuously on the building's lower two message zippers."
AMC Empire 25,"This large multiplex cinema shows first-run, mainstream films on 25 screens. It also contains an IMAX cinema showing mainstream feature films."
Birdland Jazz Club,This historic club (though not at the original location of W. 52 St.) — universally acknowledged as one of the top jazz venues in the city — features a great lineup of justly famous performers and has good acoustics. Expect to pay a fair price for that quality.
Carnegie Hall,"If you ask a New Yorker how to get to Carnegie Hall, you may get the answer ""Practice, practice!"" This elegant 19th-century hall is New York's premier venue for famous recitalists and visiting symphony orchestras. The complex also includes the more intimate Weill Recital Hall slightly further east and Zankel Hall, in the basement of the side of the building facing 7th Av. near 56th St, a medium-sized venue used by jazz groups and classical concert pianists, alike."
Hudson Theatre,"This theater is over 100 years old and remains the third oldest theater on Broadway. Located right next to the Millennium Broadway Hotel, it remained defunct as a theater for decades, acting as the hotel's event space. It is now slated to reopen in February 2017."
Kramer's Reality Tour,"For Seinfeld fans. Kenny Kramer, said to be the inspiration for the character Kramer, tells about the show, in a fun way. And guides on a tour to places seen in the show. Stop for photo outside the restaurant seen in the show."
Wicked the Musical,"An incredibly popular show which has been on Broadway for roughly ten years, Wicked is one of the highest rated shows that has ever hit Broadway. It's based on the Wizard of Oz, but told from the witch's point of view instead of Dorothy's. The show runs about 2 hours and 45 minutes."
The Lion King,"The highest grossing stage production of all time, this musical based on the 1994 Disney animated film has won numerous awards and has been going strong since its premiere in 1997. This show runs about 2 hours and 40 minutes."
Broadway Comedy Club,"This is one of the most respected comedy clubs in all of New York City, one that has played host to the likes of Joe Devito, Scott McFadden, Jimmy Fallon, David Letterman, and many others who have gone on to make it big in television. Tickets generally run for about $20 a night, and include a free pitcher of beer. Shows run up until as late as 11PM and are a great way for you to end your evening."
B.B. King Blues Club & Grill,"A phenomenal place with one of the widest varieties of music in town, featuring cover bands and soul tributes which fill the gaps between big-name bookings such as Chuck Berry and Solomon Burke. Lately, the club has also shown an interest in extreme-metal bands such as Obituary and Dark Funeral and hip-hop acts such as the Lox and Kool Keith. For many shows, the best seats are at the dinner tables up front, but the menu prices can get pretty expensive and the food is not very good - best to stick to unmixed drinks and have only the simplest food, if necessary. On Sundays, B.B.’s has the Harlem Gospel Choir come in and has a buffet brunch."
NIT,"One of the world's most famous and busiest arenas, Madison Square Garden is home to the New York Rangers NHL team, the New York Knicks NBA team, the New York Liberty WNBA team, and the St. John's Red Storm college men's basketball team, as well as numerous concerts and entertainment events. In addition to most St. John's home games, the Garden also hosts three major college men's basketball events each year. At the start of the season, the Garden hosts the semifinals and finals of the NIT Season Tip-Off, a prestigious early-season event operated by the country's main college sports body, the NCAA. After the regular season, the Garden then hosts the Big East Conference Men's Basketball Tournament in early March, which determines the conference's automatic representative in the wildly popular NCAA tournament. Finally, in late March, the Garden hosts the semifinals and finals of the National Invitation Tournament (NIT), a tournament that the NCAA operates as something of a consolation prize for teams that do not make the NCAA tournament."
B&H,"Perhaps the best camera and photography equipment store in New York, this is the place to go for any of the cameras and camera accessories you might want. The selection is good and the staff is knowledgeable and willing to discuss things with you. It is owned and heavily staffed by Hasidic Jews, so it is closed on Friday nights, Saturdays, and all Jewish holidays except for Hanukkah. B&H provides its holiday closing schedule here."
Hershey's Times Square,"You are able to purchase all types of chocolate goodies and Hershey-themed products at this store. A few dollars can also get you a personalized message scrolled across their zipper outside on the store's facade. Hershey stores are all over the country but this particular store is the largest Hershey's store in the world. It has three floors of pure chocolate, and Hershey's products."
Macy's,"Billing itself as ""The World's Largest Store"" on the large signs outside, this is the flagship store of the national chain and covers an entire city block. Its holiday window displays are so popular that they usually have a corporate sponsor. One useful tip for visitors is to go to the Macy's guest center on floor 1 1/2 and they will give you a guest card that discounts virtually everything in the store by 11%."
