South Grand and Tower Grove Park,"By day, visitors enjoy the numerous boutiques and coffeehouses of South Grand Ave., and the shaded walking paths and recreational amenities of Tower Grove Park, including bike paths, playgrounds, a wading pool, several restored Victorian pavilions, and a Farmer's Market (Saturdays, May-Oct.). The park is a frequent home to festivals, including the pan-ethnic Festival of Nations (August) and PrideFest (June). By night, they turn to the numerous bars and restaurants on South Grand: a wide variety of food and drink options, along with one of the best people-watching scenes within the city limits."
The Moolah Theatre and Lounge,"This refurbished former Masonic Temple now boasts a one-screen movie theatre. The single screen is essentially a giant living room that forgoes traditional theatre-seating; instead, it features leather couches, club chairs, and coffee tables. The Moolah also has two bars, ample lounge seating, and a bowling alley in the basement. A very cool place for a night out! Located in Midtown/Grand Center."
The Greater St. Louis Renaissance Faire,"Come, travel back in time as you step into the beautifully wooded, 16th century village, we call Petit Lyon! Immerse yourself in the costumes and mannerisms of the era. Thrill to the exploits of Jousting Knights on thundering steeds. Roam the village shops for unique crafts and goods as our artisans demonstrate period skills. Delight in comedy, music and feats of derring do. Feast on delicious food and drink while strolling minstrels entertain. Interact with the colorful villagers, nobles, peasants and personalities of ages past."
Riverboat Cruises,"Take a cruise down the Mississippi River on the Tom Sawyer or Becky Thatcher riverboats. The boats have paddle-wheels (for display only) and a narrator with guide you around the industrial buildings on the Mississippi waterfront. They also offer cruises with dinner and live music at certain times and also a day trip to historic Kimmswick, Missouri."
St. Louis Blues Hockey,The Blues play in the Central Division of the Western Conference.
St. Louis Cardinals Baseball,"St. Louis' Major League Baseball team (and the 2011 World Series champions) has won 11 World Series titles, the most of any National League team, and second only to the New York Yankees. The Cardinals play in the Central Division of the National League. Behind-the-scenes tours of the ballpark are available daily all year (except for days with an afternoon home game) at 11AM and 12:30PM."
Saint Louis Billikens,"Sports teams of Saint Louis University, competing in NCAA Division I in the Atlantic 10 Conference. With no football team, SLU's main sport is men's basketball, in which it often makes the NCAA tournament. The Billikens also have a rich tradition in men's soccer."
Missouri Valley Conference Basketball Tournament,"The nation's second-oldest athletic conference, the MVC, has all conference members' men's basketball team square off in a 4-day tournament. The winner automatically qualifies for the NCAA Men's Tournament (""March Madness"")."
Fabulous Fox Theater,"Built in 1929 and restored to its glory, this rare gem seats 4,500. A performance at the Fabulous Fox Theater is a ""must see."" Only two of this design exist, the Detroit Fox Theater built in 1928 has also been restored and seats 5,000. Probably the two most ornate theaters ever built in the US, they were the first to have live sound. They were built for William Fox, the founder of Fox Film Corporation, the forerunner of Twentieth Century-Fox studios. These two original Fox Theaters are still among the largest in the US in terms of total seats and the size of the stage."
Jazz At the Bistro,No visit to the Gateway City is complete without experiencing its rich jazz and blues heritage.
The Muny,"America's oldest and largest outdoor musical theater. A popular summer attraction show casing a variety of musicals throughout June, July and August. Tickets range from $6 to $50 or so, but the top several rows are always free. Come early (and bring binoculars) to the top entrance if you want to see a show for free."
Off Broadway,"Boasting excellent acoustics, this comfy concert venue usually has blues, bluegrass, roots, and folk touring acts along with the occasional indie-rock and country performers."
The Pageant,"A venue for concerts and national touring acts, the Pageant usually has an extensive schedule of events ranging from rock, pop, soul and comedy."
The Peabody Opera House,"Formerly known as the Kiel Opera House, recently renovated to it's former magnificence."
Powell Symphony Hall,"A magnificent performance center, home to the St. Louis Symphony Orchestra."
The Shakespeare Festival,"Each year, the Shakespeare Festival St. Louis produces professional Shakespeare theater, outdoors in Forest Park, free and for a diverse audience. Free shows are usually put on in the late spring and early summer. An excellent way to spend a summer evening in St. Louis. In addition it provides education through schools and community outreach."
Sheldon Concert Hall,"The Sheldon's perfect acoustics earn it the reputation as the ""Carnegie Hall of St. Louis"". It features the best in jazz, folk, and classical music, and joins with the Sheldon Art Galleries to promote both music and visual arts."
Whitaker Music Festival,"Wednesday evenings in summer enjoy music in the beautiful Missouri Botanical Garden. Admission is free (after 5PM), and you can pack your own picnic basket and cooler. Genre ranges from jazz to folk-rock to world music. Bring folding chairs or a blanket to spread on the lawn."
Delmar Loop,"Funky, hip and great for people watching, the University City Loop is one of the best places in St. Louis to fulfill your ""alternative"" shopping needs."
Downtown St. Louis,"Revitalized Downtown St. Louis is now home to a number of local fashion-forward shops and several upscale furniture stores. For the latest in fashion trends in a non-mall environment, there is nothing like checking out the boutiques downtown St. Louis. Most are centered around Washington Avenue. There is also a six-story Macy's department store in the company's Midwestern headquarters on Olive St."
The Hill,"The city's Italian district, The Hill has a great selection of Italian restaurants, shops and businesses."
Hullabaloo,"One of the two or three biggest vendors of used clothing and costumes in the U.S., Hullaballoo does most of its business by mail order, or at shows in San Francisco, Seattle, and Las Vegas. They keep a store in the Soulard neighborhood of St. Louis, however, so if you are into vintage or goth clothing you should definitely stop in."
Ted Drewes Frozen Custard,"Every St. Louis resident has had Ted Drewes at some point in their life. They have two locations in St. Louis, including one on the original Route 66. Featuring dozens of toppings for its famous frozen custard, it's a wonderful treat in the warmer months."
Federhofer's Bakery,"Every St. Louis resident has had Ted Drewes at some point in their life. They have two locations in St. Louis, including one on the original Route 66. Featuring dozens of toppings for its famous frozen custard, it's a wonderful treat in the warmer months."
Lubeley's Bakery,"Every St. Louis resident has had Ted Drewes at some point in their life. They have two locations in St. Louis, including one on the original Route 66. Featuring dozens of toppings for its famous frozen custard, it's a wonderful treat in the warmer months."
Adriana's,Sicilian.  Not open for dinner but can boast one of the best Italian veggie sandwiches out there.  Lines are long but move quickly.
Cunetto's House of Pasta,Sicilian.  Not open for dinner but can boast one of the best Italian veggie sandwiches out there.  Lines are long but move quickly.
Favazzas,Sicilian.  Not open for dinner but can boast one of the best Italian veggie sandwiches out there.  Lines are long but move quickly.
Guido's Pizzeria and Tapas,Guido's blends the traditional Italian-American fare of the Hill District with distinctly Spanish-flavored tapas plates.
Zia's Restaurant,"One of the most popular restaurants on The Hill, Zia's pastas stand out in St. Louis."
Rigazzi's Restaurant,"High-quality Italian food, with lots of old-country atmosphere.  Wait can be long, but food is good."
Bar Italia,"Italian. Delightful venue for parties, drinking, picking up lovely ladies and happytimes. Refreshingly, ID's are rarely checked, although this tends to be a bit of a secret, so the crowd is actually happily devoid of drunken teenyboppers."
Coffee Cartel,24 hour coffee shop with free wi-fi.
Dressel's,"Possibly St. Louis's only Welsh pub, Dressel's features wood panel walls, original artwork from floor to ceiling of literary and jazz legends, and a central bar that makes this quite a cozy establishment. Try the homemade pretzel, anything with their beer and cheese sauce, Ruben sandwich, or Welsh rarebit."
Eau Bistro and Café,"Trendy, avant-garde cuisine and a great wine list, this place is great for a date or night out before a movie or the nightlife options in the CWE. Located in the historic Chase Park Plaza hotel."
Riddles Penultimate Café and Wine Bar,"A place to eat, drink, and listen to music on the Loop. A constantly changing menu features only food from local farmers and producers. Now under a different name."
Blueberry Hill,"A true landmark restaurant and bar, open till 3AM. Chuck Berry frequently on the calendar to play. Absolutely filled with pop-culture memorabilia spanning decades, including lunchboxes, concert posters, toys, sports trading cards, and other Americana. This place is definitely not one to miss."
Fitz's Rootbeer,"American Bar and Grill, Family friendly, watch the bottle factory go to work as you dine."
The Melting Pot,Fondue. Reservations are essentially required here.
Pi,The crowds don't lie - this is terrific pizza.
Das Bevo,"4749 Gravois. August Busch, of the Busch family and brewery, built this giant windmill as his private dining room in the early 1900s. Today it serves traditional German cuisine and amazing breakfast. Look for the giant windmill - you can't miss it if you're in South City. This restaurant closed abruptly in March 2009, reopening in early 2016 in time for Mother’s Day. Don’t miss the your chance to join the Beir-choir the First Thursday of each month."
Eleven Eleven Mississippi,"1111 Mississippi. Consistently on critic's Best Of list (if not at the top), Eleven Eleven features an interesting fusion of American and Mediterranean/Tuscan cuisine and the city's finest wine selection. Exposed brick walls, an open kitchen, and a busy dining room has made this place a St. Louis favorite for the past several years."
Lulu's Local Eatery,A vegan restaurant with a great selection of draft beers.
Merb's Candies,"Old-fashioned chocolates, candy, and other sweets. Try the 'bionic candy apple' and the delicious chocolate-dipped strawberries."
Sidney Street Café,"In a 100+ year old brick building, the inside features exposed brick and street lamps to be reminiscent of a New Orleans sidewalk café. The attentive wait staff always gives a verbal presentation of the entire menu, which has many tried-and-true favorites and seasonally changing newer items. A great place for a first date or anniversary."
Chocolate Chocolate Chocolate Company,"Chocolate Chocolate Chocolate Company is an award-winning chocolatier founded in St. Louis, Missouri. The company was founded in 1981 after the founding chocolatier spend over a decade training with the finest chocolatiers in the world. They specialize in fresh, chocolate covered Strawberries, Premium Truffles, Gourmet Boxed Chocolates, holiday chocolates and chocolate molded novelties all made fresh daily."
Hodak's,"Hodak's has been St. Louis' premier stop for fried chicken lovers since 1962! Hodak's has been featured on Rachael Ray's ""$40 a Day"" on the Food Network. If you like chicken and a lot of food for a small price, this is the place to go. (If you are meeting a group, you will not be seated until all members of your party arrive.) ~$5-10 per person."
Blues City Deli,"Some of the best Po-Boys from cities on the ""Blues Highway"", St. Louis, New Orleans, Memphis, and Chicago. Add in some Love with a little taste from Italy. Set it in a turn of the century store front in one of St. Louis' great historic neighborhoods (Benton Park. Drench your ears with some of the best Blues from the 1920's to the 50's."
Olympia Kebob House & Taverna,Greek food.
An American Place,"Contemporary American, this is celebrity chef Larry Forgione's restaurant. Known for its locally supplied and grown food, the restaurant is in an the impressive, elegantly restored former lobby of the Statler Hotel downtown."
Broadway Oyster Bar,Cajun Creole cuisine with live jazz and blues.
"BB's Jazz, Blues and Soups",700 South Broadway. Name says it all.
Eat-Rite Diner,"A 24-hour diner that looks like it is part of a 1940s movie set, complete with stools and pinball machines. Most sandwiches and other items cost less than $3."
Hannegan's Restaurant and Pub,"On Laclede's Landing, uniquely St. Louis in nature."
Kemoll's,1 Metropolitan Sq. Superb Italian cuisine in a stunning setting atop 1 Metropolitan Square.
Mosaic,"One of downtown's more recent hotspots for food, festivities and fun, Mosaic is a fantastic modern fusion tapas-style restaurant featuring more than 40 wines by the glass."
Rooster,"A small European-style café with great crepes, sandwiches, and salads. On the inexpensive side, this place is ideal for breakfast or lunch - or a weekend brunch."
Schlafly Taproom,"Surprisingly good ""European inspired pub food"", and great microbrew beers on tap in a remodeled brick warehouse. Many tables have views of the beer being brewed in action, and as the building is quite old, you can feel the hum and vibrations of the brewery process through the floor."
Tony's,"Opens 5PM. The only AAA rated five-diamond fine restaurant in the State of Missouri, this is considered by most to be the city's finest restaurant. Make reservations, look nice, and appreciate the fine cuisine and outstanding service."
Top of the Riverfront,"at the Millennium Hotel, 28 stories up on top of the Millennium Hotel the restaurant revolves 360 degrees around while you eat. A wonderful view of the city and riverfront."
Pappy's Smokehouse,Slow smoked Memphis style BBQ. Long line will form during the lunch rush but it moves fast.
The Fountain on Locust,Serves an extensive offering of decadent ice cream desserts. Everything is made in house except for the ice cream. Try the pineapple inside out cake in a cup. Or if you only have a small sweet tooth then the world's smallest sundae is just for you. They also have an abundance of adult only ice cream shakes and martinis. You should also give the signature Polish dill pickle soup a chance.
The Big Bang,Laclede's Landing. Two dueling piano players lead the crowd in a rock 'n' roll sing-along show.
Blueberry Hill,"Restaurant, darts, bar open till 3AM. Located on the Delmar loop."
Cicero's,"Cicero's probably derives the bulk of its income from the pizza joint upstairs, which is fair, because the pizza is good. That said the main interest for the traveler is the well equipped bar and the venue downstairs, which hosts touring indie and rock bands."
Halo Bar,in the Music venue The Pagent.
Hair of the Dog,"Washington's only dive bar; great atmosphere and cheap drink prices. Cheers-type environment, where everybody knows each other's name, and strangers are warmly welcomed.  Service is a strong point, and this place is perhaps St. Louis' best watering hole."
Heavy Anchor,Bevo Mills favorite with the friendliest bar staff and huge selection of bottled beer and liquor. Featuring one of St Louis's greatest venues in the back where local bands can be seen every weekend and free movies are featured on Wednesdays
Pinup Bowl,Bowling alley and martini lounge open till 3AM.
The Silver Ballroom,Bevo Mills bar featuring 14 pinball machines and a punk rock juke box
Sub Zero Vodka Bar,in the Central West End.
Venice Café,South City area. A mosaic-covered bar with outside sitting features nightly music.
Drury Pear Tree Inn,Near the Union Station. Swimming pool.
Huckleberry Finn Youth Hostel,"Thirty-year history. Separate men's and women's dorms. Beds start at $25 per night. (As of March 2017 hostel is temporarily closed for reservations per hostel owner, who said he will re-open and recommending calling ahead to make sure he is open since the website currently does not reflect the hostel's current status.)"
Drury Inn Union Station,"Indoor pool, restaurant. Restored historic hotel, near the magnificent Union Station."
Moonrise Hotel,"An affordable, luxury boutique right on the Delmar Loop. True to its name, the entire hotel, and every room, is lunar-themed. Check out the roof-top bar with great views of downtown. Close to Clayton, University City, Washington University and tourist attractions."
Chase Park Plaza,"A historic luxury hotel in the heart of the Central West End, right across the street from Forest Park. The ""place to see and be seen"" in the roaring 20's, this place still retains it's original, elaborate yet graceful, ambiance after a recent $100million renovation."
Four Seasons Hotel,"The Four Seasons' newest hotel, located Downtown St. Louis in the Lumiere Place casino and entertainment complex. The structure itself is an exciting and vibrant addition to the St. Louis skyline, and with being just steps from Laclede's Landing, there is plenty to do around this urban oasis."
Hilton St. Louis at the Ballpark,1 S Broadway. Right next door to the St. Louis Cardinals' Busch stadium.
Millennium Hotel St. Louis,"The 28-story hotel offers 780 guestrooms and suites as well as 65,000 square feet of flexible event space in downtown St. Louis. It features the only revolving restaurant in St. Louis with 360 degree views of the city including the Gateway Arch."
Renaissance Grand Hotel,"Luxury hotel, historic downtown flagship."
The Roberts Mayfair - A Wyndham Historic Hotel,"Luxury hotel. Join a guest list that includes Irving Berlin, Cary Grant and Harry Truman. Since 1925, American notables have made the Mayfair Hotel St Louis their St. Louis headquarters and home away from home. Once you experience the special blend of elegance and service, you'll know why."
Union Station Marriott,A hotel in the heart of downtown with 550 rooms inside the historic train station lined with trendy tourist shops. Access to the metro link makes this a convenient place to stay.
St. Louis RV Park,"Full hookup, pull-through sites, right on the edge of downtown. It may not be very scenic—okay, it's essentially a parking lot in the middle of the city—but it's better than parking at Wal-Mart. Free Wi-Fi, outdoor pool, convenience store, meeting room."
Germany (Honorary),"Full hookup, pull-through sites, right on the edge of downtown. It may not be very scenic—okay, it's essentially a parking lot in the middle of the city—but it's better than parking at Wal-Mart. Free Wi-Fi, outdoor pool, convenience store, meeting room."
Italy (Honorary),"Full hookup, pull-through sites, right on the edge of downtown. It may not be very scenic—okay, it's essentially a parking lot in the middle of the city—but it's better than parking at Wal-Mart. Free Wi-Fi, outdoor pool, convenience store, meeting room."
Ireland (Honorary),"Full hookup, pull-through sites, right on the edge of downtown. It may not be very scenic—okay, it's essentially a parking lot in the middle of the city—but it's better than parking at Wal-Mart. Free Wi-Fi, outdoor pool, convenience store, meeting room."
Netherlands (Honorary),"Full hookup, pull-through sites, right on the edge of downtown. It may not be very scenic—okay, it's essentially a parking lot in the middle of the city—but it's better than parking at Wal-Mart. Free Wi-Fi, outdoor pool, convenience store, meeting room."
